trip_count ,duration_sum        ,duration_avg        ,dim_year,dim_month,dim_hour,dim_user                                          
       3328,             2351976,                 706,    2019,       10,      23,Annual Member                                     
      13458,            10346643,                 768,    2021,        7,      11,Annual Member                                     
      27091,            21841200,                 806,    2021,        7,      18,Annual Member                                     
       9576,             7130044,                 744,    2019,        6,      14,Annual Member                                     
       8077,            16229068,                2009,    2019,        6,      15,Casual Member                                     
       2168,             3809317,                1757,    2019,        6,      23,Casual Member                                     
        233,              204982,                 879,    2020,       12,       2,Annual Member                                     
       3288,             2236638,                 680,    2020,       12,      10,Annual Member                                     
        999,              992840,                 993,    2020,       12,      11,Casual Member                                     
        158,               98030,                 620,    2021,        1,       2,Annual Member                                     
         59,               46398,                 786,    2021,        1,       3,Casual Member                                     
       2257,             2080865,                 921,    2021,        1,      17,Casual Member                                     
        820,              509100,                 620,    2021,        1,      23,Annual Member                                     
       1168,             1456028,                1246,    2022,        5,       5,Casual Member                                     
      16366,            12877948,                 786,    2022,        5,      17,Annual Member                                     
        482,              967632,                2007,    2019,        7,       4,Annual Member                                     
      24091,            19364516,                 803,    2019,        7,      18,Annual Member                                     
       9975,            18849122,                1889,    2019,        7,      19,Casual Member                                     
      14134,            10816018,                 765,    2020,       10,      13,Annual Member                                     
      15684,            12003239,                 765,    2020,       10,      15,Annual Member                                     
       6871,             9570091,                1392,    2020,       10,      18,Casual Member                                     
       6243,             4378691,                 701,    2020,       11,      10,Annual Member                                     
       9590,             6873352,                 716,    2020,       11,      12,Annual Member                                     
       2012,             1406007,                 698,    2022,        6,       0,Annual Member                                     
        171,             1525163,                8919,    2019,       11,      23,Casual Member                                     
        748,              410257,                 548,    2019,       11,       1,Annual Member                                     
        304,              381481,                1254,    2019,       11,       3,Annual Member                                     
        725,              423724,                 584,    2019,       11,       5,Annual Member                                     
        374,             1250772,                3344,    2019,       11,      21,Casual Member                                     
        836,              496180,                 593,    2019,       12,       0,Annual Member                                     
       4538,             2854948,                 629,    2019,       12,      15,Annual Member                                     
         35,              887128,               25346,    2020,        1,       6,Casual Member                                     
        181,              195210,                1078,    2020,        1,       8,Casual Member                                     
       8505,             5963096,                 701,    2020,        1,       9,Annual Member                                     
       3903,             2397033,                 614,    2020,        1,      11,Annual Member                                     
       4622,             2902823,                 628,    2020,        1,      13,Annual Member                                     
         93,               99180,                1066,    2020,        1,      23,Casual Member                                     
          5,                4864,                 972,    2020,        1,       4,Casual Member                                     
       1925,             2099694,                1090,    2021,       10,       2,Casual Member                                     
        493,              337234,                 684,    2021,       10,       3,Annual Member                                     
        755,              430402,                 570,    2021,       10,       5,Annual Member                                     
       6004,             4524462,                 753,    2021,       10,      20,Annual Member                                     
       3730,             2594910,                 695,    2021,       10,      22,Annual Member                                     
       1018,              643763,                 632,    2021,       11,       0,Annual Member                                     
        502,              305185,                 607,    2021,       11,       2,Annual Member                                     
       8651,             5990313,                 692,    2021,       11,      17,Annual Member                                     
       5368,             3559014,                 663,    2021,       11,      19,Annual Member                                     
       6638,             8705256,                1311,    2020,        9,      21,Casual Member                                     
       1892,             1102986,                 582,    2022,        4,       6,Annual Member                                     
       4314,             3997262,                 926,    2022,        4,       9,Casual Member                                     
        674,             1436073,                2130,    2021,        3,      22,Casual Member                                     
         29,               30787,                1061,    2021,        3,       5,Casual Member                                     
        299,              417312,                1395,    2021,        4,       2,Casual Member                                     
       8599,            15121877,                1758,    2021,        4,      17,Casual Member                                     
       6125,            10011623,                1634,    2021,        4,      19,Casual Member                                     
       6808,             4257188,                 625,    2022,       10,      10,Annual Member                                     
       8833,             5745614,                 650,    2022,       10,      12,Annual Member                                     
       9436,             6348095,                 672,    2022,       10,      14,Annual Member                                     
       3086,             2202011,                 713,    2022,       11,       6,Casual Member                                     
       4405,             2810237,                 637,    2022,       11,       7,Annual Member                                     
       5873,             3786065,                 644,    2022,       11,       9,Annual Member                                     
       1262,             1122955,                 889,    2022,       12,       1,Casual Member                                     
        576,              479036,                 831,    2022,       12,       3,Casual Member                                     
        265,              131715,                 497,    2022,       12,       4,Annual Member                                     
       3247,             2074795,                 638,    2022,       12,      19,Annual Member                                     
       1833,             1150028,                 627,    2022,       12,      21,Annual Member                                     
       1104,              654335,                 592,    2022,       12,      23,Annual Member                                     
       1125,              866490,                 770,    2021,        7,       3,Annual Member                                     
       3018,             6656355,                2205,    2019,        6,      10,Casual Member                                     
      10864,             8102324,                 745,    2019,        6,      15,Annual Member                                     
       2396,             1613511,                 673,    2020,       12,       7,Annual Member                                     
        348,              204104,                 586,    2020,       12,       5,Annual Member                                     
       1160,             1072507,                 924,    2021,        1,      11,Casual Member                                     
       2048,             2059826,                1005,    2021,        1,      13,Casual Member                                     
       2371,             2618168,                1104,    2021,        1,      15,Casual Member                                     
       5544,             4152057,                 748,    2021,        1,      16,Annual Member                                     
       4688,             3368067,                 718,    2021,        1,      18,Annual Member                                     
       1376,              910270,                 661,    2022,        5,       1,Annual Member                                     
        521,              331704,                 636,    2022,        5,       3,Annual Member                                     
      29670,            35593977,                1199,    2022,        5,      19,Casual Member                                     
       8698,            22509570,                2587,    2019,        7,      20,Casual Member                                     
       4132,             6851514,                1658,    2019,        7,      22,Casual Member                                     
        112,               93696,                 836,    2021,        2,       8,Casual Member                                     
        142,              177886,                1252,    2021,        2,      10,Casual Member                                     
         90,              242900,                2698,    2020,        2,       1,Casual Member                                     
         38,               58321,                1534,    2020,        2,       3,Casual Member                                     
        834,             1179637,                1414,    2020,        2,      18,Casual Member                                     
        650,              805341,                1238,    2020,        2,      20,Casual Member                                     
       2381,             1652375,                 693,    2020,        2,      21,Annual Member                                     
       6868,             4267940,                 621,    2021,       12,      12,Annual Member                                     
       7006,             4528267,                 646,    2021,       12,      14,Annual Member                                     
       8978,             6046922,                 673,    2021,       12,      16,Annual Member                                     
       3370,             2023580,                 600,    2019,        3,      11,Annual Member                                     
       4226,             3269723,                 773,    2019,        3,      15,Annual Member                                     
        347,              591405,                1704,    2019,        3,      19,Casual Member                                     
         84,               84308,                1003,    2019,        3,      23,Casual Member                                     
      14170,            10615840,                 749,    2019,        4,       8,Annual Member                                     
       2173,             3618029,                1664,    2019,        4,      16,Casual Member                                     
        644,              480512,                 746,    2019,        5,       5,Annual Member                                     
       4163,             8541295,                2051,    2019,        5,      13,Casual Member                                     
       5349,             9833124,                1838,    2019,        5,      17,Casual Member                                     
       3690,             2511320,                 680,    2019,        5,      22,Annual Member                                     
        208,              454046,                2182,    2019,        5,       2,Casual Member                                     
       8640,             6797032,                 786,    2021,        5,       9,Annual Member                                     
      20247,            17673465,                 872,    2021,        5,      19,Annual Member                                     
       1147,              916110,                 798,    2021,        6,       2,Annual Member                                     
       4482,             3357674,                 749,    2021,        6,       6,Annual Member                                     
       5087,             9536499,                1874,    2021,        6,      11,Casual Member                                     
      21676,            18218835,                 840,    2021,        6,      16,Annual Member                                     
       8227,             6058905,                 736,    2020,        3,      18,Annual Member                                     
       1784,             1528029,                 856,    2020,        3,      22,Annual Member                                     
         72,              254402,                3533,    2020,        3,       2,Casual Member                                     
        140,              137290,                 980,    2020,        4,       5,Annual Member                                     
       4637,             4188316,                 903,    2020,        4,      15,Annual Member                                     
        197,              242364,                1230,    2020,        4,      23,Casual Member                                     
       6687,             6454429,                 965,    2020,        5,      12,Annual Member                                     
       5726,            12210195,                2132,    2020,        5,      20,Casual Member                                     
        206,              521305,                2530,    2020,        5,       2,Annual Member                                     
      17371,            25779921,                1484,    2021,        8,      18,Casual Member                                     
       3633,             4378430,                1205,    2021,        8,       8,Casual Member                                     
      16584,            12315599,                 742,    2021,        8,      13,Annual Member                                     
        596,              575435,                 965,    2021,        9,       5,Casual Member                                     
       4495,             2843768,                 632,    2021,        9,       6,Annual Member                                     
      12003,             8254544,                 687,    2021,        9,      10,Annual Member                                     
      13535,            20785860,                1535,    2021,        9,      15,Casual Member                                     
       6789,            12233079,                1801,    2019,        8,      21,Casual Member                                     
        200,              336729,                1683,    2019,        8,       4,Casual Member                                     
        708,             1941622,                2742,    2019,        9,       1,Casual Member                                     
       7275,            12823587,                1762,    2019,        9,      18,Casual Member                                     
        374,             2248992,                6013,    2019,       10,       1,Casual Member                                     
       8651,             6647701,                 768,    2022,        7,      23,Annual Member                                     
       4970,             3242868,                 652,    2022,        7,       6,Annual Member                                     
       1151,              857500,                 745,    2022,        8,       3,Annual Member                                     
      27971,            35413878,                1266,    2022,        8,      15,Casual Member                                     
      16472,            13043822,                 791,    2022,        8,      20,Annual Member                                     
       3447,             2475378,                 718,    2022,        9,       0,Annual Member                                     
        690,              445451,                 645,    2022,        9,       4,Annual Member                                     
      20955,            21934473,                1046,    2022,        9,      12,Casual Member                                     
      13445,            17990639,                1338,    2022,        9,      22,Casual Member                                     
        294,              424195,                1442,    2020,        6,       4,Casual Member                                     
       6257,             5646131,                 902,    2020,        6,       9,Annual Member                                     
      11584,            22857024,                1973,    2020,        6,      21,Casual Member                                     
       9675,             7961818,                 822,    2020,        7,       9,Annual Member                                     
      11734,            22748140,                1938,    2020,        7,      14,Casual Member                                     
      19096,            35193990,                1843,    2020,        7,      18,Casual Member                                     
      23430,            20946241,                 893,    2020,        7,      19,Annual Member                                     
       1791,             1155753,                 645,    2022,        1,      10,Annual Member                                     
        394,              237533,                 602,    2022,        1,       0,Annual Member                                     
        108,               85382,                 790,    2022,        1,       5,Casual Member                                     
        540,              472923,                 875,    2022,        1,       9,Casual Member                                     
       1356,             1470518,                1084,    2022,        2,      19,Casual Member                                     
       1203,              769862,                 639,    2022,        2,      22,Annual Member                                     
        126,              112726,                 894,    2022,        2,       2,Casual Member                                     
       5124,             6511395,                1270,    2022,        3,      16,Casual Member                                     
       6087,             3824423,                 628,    2022,        3,      19,Annual Member                                     
        156,              188786,                1210,    2019,        1,      12,Casual Member                                     
       7660,             6019396,                 785,    2019,        1,      17,Annual Member                                     
       3273,             2905789,                 887,    2019,        2,      18,Annual Member                                     
        203,              162408,                 800,    2019,        2,       1,Annual Member                                     
         45,               38320,                 851,    2019,        2,       9,Casual Member                                     
       1443,             1440121,                 998,    2020,       10,       8,Casual Member                                     
      10400,             7550800,                 726,    2020,       10,      11,Annual Member                                     
       1727,             2432551,                1408,    2020,       10,      22,Casual Member                                     
       1990,             1331518,                 669,    2020,       10,       0,Annual Member                                     
        153,              294692,                1926,    2020,       10,       5,Casual Member                                     
       8174,             5791275,                 708,    2020,       11,       8,Annual Member                                     
        183,              261229,                1427,    2020,       11,       5,Casual Member                                     
       6479,             9404633,                1451,    2020,       11,      15,Casual Member                                     
       7131,             4938569,                 692,    2022,        6,      13,Annual Member                                     
      45815,            51099020,                1115,    2022,        6,      18,Casual Member                                     
       3352,             2511310,                 749,    2022,        6,      23,Annual Member                                     
       6514,             4263611,                 654,    2022,        6,       9,Annual Member                                     
        398,             1588519,                3991,    2019,       11,       8,Casual Member                                     
       5753,             3599002,                 625,    2019,       11,      14,Annual Member                                     
       9924,             6742066,                 679,    2019,       11,      18,Annual Member                                     
       3352,             2369967,                 707,    2019,       12,      11,Annual Member                                     
        218,              304928,                1398,    2019,       12,      20,Casual Member                                     
        654,              372863,                 570,    2020,        1,       0,Annual Member                                     
        272,              290710,                1068,    2020,        1,      19,Casual Member                                     
       4702,             3054063,                 649,    2021,       10,       7,Annual Member                                     
      14224,            13767315,                 967,    2021,       10,      12,Casual Member                                     
      17199,            17752095,                1032,    2021,       10,      15,Casual Member                                     
      12370,             8932540,                 722,    2021,       10,      18,Annual Member                                     
        198,              130629,                 659,    2021,       11,       4,Annual Member                                     
       9759,             9485207,                 971,    2021,       11,      12,Casual Member                                     
       5633,             3750158,                 665,    2021,       11,      15,Annual Member                                     
       2601,             4902133,                1884,    2020,        8,       1,Casual Member                                     
       4315,             3144605,                 728,    2020,        8,       6,Annual Member                                     
       8511,            14218154,                1670,    2020,        8,      11,Casual Member                                     
        700,              559488,                 799,    2020,        9,       3,Annual Member                                     
       2442,             2777658,                1137,    2020,        9,       8,Casual Member                                     
        766,              498436,                 650,    2022,        4,       2,Annual Member                                     
       8636,            10129820,                1172,    2022,        4,      13,Casual Member                                     
       7905,             5295591,                 669,    2022,        4,      19,Annual Member                                     
       1646,             2756173,                1674,    2021,        3,      20,Casual Member                                     
        509,             1167505,                2293,    2021,        3,       9,Casual Member                                     
        211,              592586,                2808,    2021,        4,       6,Casual Member                                     
       8973,             7267490,                 809,    2021,        4,      12,Annual Member                                     
       2902,             2079921,                 716,    2021,        4,      22,Annual Member                                     
      21117,            19372783,                 917,    2022,       10,      19,Casual Member                                     
       1688,             1302551,                 771,    2022,       10,       1,Annual Member                                     
       1424,             1140116,                 800,    2022,       10,       5,Casual Member                                     
      13550,            10755503,                 793,    2022,       10,       9,Casual Member                                     
       1648,             1768217,                1072,    2022,       11,       2,Casual Member                                     
       4823,             2980001,                 617,    2022,       11,      11,Annual Member                                     
      12941,            11316424,                 874,    2022,       11,      19,Casual Member                                     
       2860,             1910491,                 668,    2022,       11,      22,Annual Member                                     
       4070,             2564979,                 630,    2022,       12,       8,Annual Member                                     
      10681,             9257215,                 866,    2022,       12,      16,Casual Member                                     
       2509,             4361229,                1738,    2019,       10,      11,Casual Member                                     
       3748,             5831040,                1555,    2019,       10,      15,Casual Member                                     
       6327,             4176713,                 660,    2019,       10,      21,Annual Member                                     
      20622,            16301158,                 790,    2021,        7,      16,Annual Member                                     
      10899,            16975976,                1557,    2021,        7,      21,Casual Member                                     
       1015,              714303,                 703,    2019,        6,       2,Annual Member                                     
        840,              549122,                 653,    2019,        6,       5,Annual Member                                     
       7809,            16922841,                2167,    2019,        6,      14,Casual Member                                     
      12319,            10226336,                 830,    2019,        6,      19,Annual Member                                     
         96,              115218,                1200,    2020,       12,       2,Casual Member                                     
       5276,             3737791,                 708,    2020,       12,      18,Annual Member                                     
       1621,             1087284,                 670,    2020,       12,      22,Annual Member                                     
         99,               79310,                 801,    2021,        1,       2,Casual Member                                     
        109,               66411,                 609,    2021,        1,       3,Annual Member                                     
       3247,             2592571,                 798,    2022,        5,       6,Casual Member                                     
      12786,             9472733,                 740,    2022,        5,      16,Annual Member                                     
      16060,            21563871,                1342,    2022,        5,      21,Casual Member                                     
        981,              976269,                 995,    2019,        7,       2,Annual Member                                     
        984,             1485033,                1509,    2019,        7,       7,Casual Member                                     
       6233,            12755841,                2046,    2019,        7,      11,Casual Member                                     
      12105,             9777773,                 807,    2019,        7,      12,Annual Member                                     
        359,             1065843,                2968,    2021,        2,      12,Casual Member                                     
       4480,             3373953,                 753,    2021,        2,      15,Annual Member                                     
        105,              180276,                1716,    2021,        2,      23,Casual Member                                     
       8969,             6810019,                 759,    2020,        2,       8,Annual Member                                     
        871,             1431300,                1643,    2020,        2,      16,Casual Member                                     
          9,                6342,                 704,    2020,        2,       5,Casual Member                                     
        841,              540445,                 642,    2021,       12,       1,Annual Member                                     
       1399,             1420263,                1015,    2021,       12,       9,Casual Member                                     
        615,              364831,                 593,    2019,        3,       0,Annual Member                                     
      17318,            12813816,                 739,    2019,        5,       8,Annual Member                                     
       2177,             1387872,                 637,    2019,        5,       6,Annual Member                                     
       6591,             4959938,                 752,    2019,        5,       7,Annual Member                                     
       3189,             2379626,                 746,    2021,        5,       6,Annual Member                                     
       9405,             7374468,                 784,    2021,        5,       8,Annual Member                                     
      15039,            13268199,                 882,    2021,        5,      20,Annual Member                                     
       5428,             4458808,                 821,    2021,        5,      22,Annual Member                                     
        796,             1414943,                1777,    2021,        5,       2,Casual Member                                     
        452,              796192,                1761,    2021,        5,       3,Casual Member                                     
        566,              408800,                 722,    2021,        6,       3,Annual Member                                     
       8392,            15992358,                1905,    2021,        6,      13,Casual Member                                     
      28253,            23897866,                 845,    2021,        6,      17,Annual Member                                     
      28880,            24620217,                 852,    2021,        6,      18,Annual Member                                     
      25940,            22438313,                 865,    2021,        6,      19,Annual Member                                     
        392,              251692,                 642,    2020,        3,       5,Annual Member                                     
       3614,             2591503,                 717,    2020,        3,       7,Annual Member                                     
         84,               65652,                 781,    2020,        4,       4,Annual Member                                     
       5293,             5747392,                1085,    2020,        4,      18,Annual Member                                     
        105,               79145,                 753,    2020,        4,       2,Annual Member                                     
         55,               38660,                 702,    2020,        4,       3,Annual Member                                     
       7368,             7119888,                 966,    2020,        5,      13,Annual Member                                     
       8112,             8663060,                1067,    2020,        5,      15,Annual Member                                     
      16469,            24188226,                1468,    2021,        8,      19,Casual Member                                     
       9393,            14268567,                1519,    2021,        8,      21,Casual Member                                     
        662,              710465,                1073,    2021,        8,       5,Casual Member                                     
       2376,             2603734,                1095,    2021,        8,       7,Casual Member                                     
       1346,             1953485,                1451,    2021,        9,       2,Casual Member                                     
      14363,            20302139,                1413,    2021,        9,      16,Casual Member                                     
      16239,            23812183,                1466,    2021,        9,      17,Casual Member                                     
      16608,            23604701,                1421,    2021,        9,      18,Casual Member                                     
      10454,             7786355,                 744,    2021,        9,      21,Annual Member                                     
       5706,             4126097,                 723,    2021,        9,      23,Annual Member                                     
       1195,             1842955,                1542,    2019,        8,       7,Casual Member                                     
       9253,             6352521,                 686,    2019,        8,      10,Annual Member                                     
      10352,             7836535,                 757,    2019,        8,      11,Annual Member                                     
      12645,             8795856,                 695,    2019,        8,      12,Annual Member                                     
        510,              715177,                1402,    2019,        9,       2,Casual Member                                     
        258,              365624,                1417,    2019,        9,       3,Casual Member                                     
        132,              270048,                2045,    2019,        9,       4,Casual Member                                     
      10330,             7646018,                 740,    2019,        9,       7,Annual Member                                     
      18145,            14826196,                 817,    2019,        9,       9,Annual Member                                     
       7907,             8374362,                1059,    2019,        9,      21,Annual Member                                     
       3984,             4402946,                1105,    2019,        9,      23,Annual Member                                     
        507,              715686,                1411,    2019,       10,       0,Casual Member                                     
        390,              287867,                 738,    2019,       10,       4,Annual Member                                     
      15313,            12313344,                 804,    2022,        7,      21,Annual Member                                     
       4731,             8274706,                1749,    2022,        7,       1,Casual Member                                     
       1940,             3068235,                1581,    2022,        7,       3,Casual Member                                     
      25249,            33958010,                1344,    2022,        7,      15,Casual Member                                     
      34667,            43134126,                1244,    2022,        7,      17,Casual Member                                     
      21728,            26148336,                1203,    2022,        8,      12,Casual Member                                     
      25931,            32460828,                1251,    2022,        8,      14,Casual Member                                     
      14216,            14814377,                1042,    2022,        9,       9,Casual Member                                     
      17340,            18438529,                1063,    2022,        9,      11,Casual Member                                     
      12717,            16700058,                1313,    2022,        9,      23,Casual Member                                     
        589,             1129219,                1917,    2020,        6,       6,Casual Member                                     
       7072,             6556412,                 927,    2020,        6,      10,Annual Member                                     
       8339,             7103029,                 851,    2020,        6,      11,Annual Member                                     
      10951,             9940960,                 907,    2020,        6,      12,Annual Member                                     
       3232,             6237918,                1930,    2020,        7,       1,Casual Member                                     
        908,             1736031,                1911,    2020,        7,       3,Casual Member                                     
       3790,             3230474,                 852,    2020,        7,       6,Annual Member                                     
       7456,             6168756,                 827,    2020,        7,       7,Annual Member                                     
      15087,            13794883,                 914,    2020,        7,      21,Annual Member                                     
       9254,             8053528,                 870,    2020,        7,      22,Annual Member                                     
       5835,             5168053,                 885,    2020,        7,      23,Annual Member                                     
       2630,             1812150,                 689,    2022,        1,      12,Annual Member                                     
       2676,             1777117,                 664,    2022,        1,      13,Annual Member                                     
       2793,             2366985,                 847,    2022,        1,      14,Annual Member                                     
        125,               90914,                 727,    2022,        2,       5,Casual Member                                     
       2876,             1906905,                 663,    2022,        2,       8,Annual Member                                     
       2306,             1423562,                 617,    2022,        2,       9,Annual Member                                     
       2011,             1221403,                 607,    2022,        2,      10,Annual Member                                     
        587,              292018,                 497,    2022,        3,       5,Annual Member                                     
       1721,              916289,                 532,    2022,        3,       6,Annual Member                                     
       3836,             2676131,                 697,    2022,        3,       7,Annual Member                                     
        765,              858248,                1121,    2022,        3,       0,Casual Member                                     
       3097,             1904402,                 614,    2022,        3,      21,Annual Member                                     
        442,              500126,                1131,    2022,        3,       2,Casual Member                                     
         59,               35811,                 606,    2019,        2,       3,Annual Member                                     
          8,                9537,                1192,    2019,        2,      23,Casual Member                                     
        370,              447386,                1209,    2020,       10,       6,Casual Member                                     
        748,              836800,                1118,    2020,       10,       7,Casual Member                                     
       2215,             2560990,                1156,    2020,       10,      21,Casual Member                                     
        245,              405432,                1654,    2020,       11,       2,Casual Member                                     
        173,              256353,                1481,    2020,       11,       3,Casual Member                                     
       5689,             7299757,                1283,    2020,       11,      17,Casual Member                                     
       4029,             4637670,                1151,    2020,       11,      18,Casual Member                                     
       3137,             3996141,                1273,    2020,       11,      19,Casual Member                                     
       2837,             1943750,                 685,    2020,       11,      22,Annual Member                                     
      30943,            36174306,                1169,    2022,        6,      20,Casual Member                                     
       2045,             2938853,                1437,    2022,        6,       5,Casual Member                                     
       5117,             4042857,                 790,    2022,        6,       6,Casual Member                                     
       5105,             3457081,                 677,    2022,        6,      10,Annual Member                                     
       1170,             1083364,                 925,    2022,        6,       4,Casual Member                                     
        419,              425442,                1015,    2019,       11,       9,Casual Member                                     
        563,              762569,                1354,    2019,       11,      11,Casual Member                                     
        762,              542447,                 711,    2021,        2,       6,Annual Member                                     
         40,               37829,                 945,    2021,        2,       7,Casual Member                                     
       1289,              971628,                 753,    2020,        2,       6,Annual Member                                     
